feature,avg_mae
WDR53,3.679797008
PDIA2,3.679778456
ZNF582,3.679767585
KCNAB1,3.679765616
LHCGR,3.679764343
C11orf91,3.679761162
CA4,3.679757886
ARL17B,3.67975428
KCNIP3,3.679739431
BPIFB2,3.679696973
RBPMS2,3.679695615
STAB1,3.679690901
PPP5D1,3.679648126
TST,3.679622958
CACNA1S,3.679620109
GSTO2,3.679601823
WNT10A,3.679592931
UGCG,3.679588057
MPEG1,3.679580085
GTF3A,3.67956213
DLEU7,3.679551165
NRCAM,3.679545266
CCDC59,3.679537473
NPIPB9,3.679513088
CALY,3.67951139
KRT14,3.679478631
IGFBP6,3.679448143
GREM2,3.679441814
TCTE3,3.679423552
OR5P2,3.679414558
GPR87,3.679405243
SYF2,3.679385401
HIST1H2BN,3.679372084
TBCA,3.679350936
APOM,3.67934853
POLN,3.679309186
MTIF3,3.67930484
ADAT3,3.679284385
LCN2,3.679259672
CCR9,3.679249857
LALBA,3.679225293
EGR2,3.679218386
FCN1,3.679203685
TOX2,3.679194895
GFRA2,3.679191373
KCNG1,3.679162201
HSD3B2,3.679142378
IL2RG,3.679141758
UGT2B17,3.679141114
IRGM,3.679136392
KRAS_hotspot_mutation_count,3.679135589
TMEM116,3.679132785
PEG10,3.679131244
ANKRD39,3.679109737
C1QL3,3.679106042
HSD3B1,3.679105985
LGALS4,3.679099213
WEE2,3.679085925
SLC35F3,3.6790835
NAP1L3,3.67907133
CFAP43,3.679069128
CHIC2,3.679008366
C19orf33,3.679000936
HPX,3.678995452
SEMA4B,3.678979592
HRAS_hotspot_mutation_count,3.678974996
NTNG2,3.678944509
ANKRD29,3.678943298
FZD7,3.678923434
PCDHB2,3.678915632
DBF4,3.67891422
OR52H1,3.67890435
OPN3,3.678887856
VAV3,3.678874907
KRT7,3.678850277
CYP4F2,3.678830743
HYLS1,3.678825441
LMTK3,3.678818944
C17orf78,3.678816471
PCDHB7,3.67880208
MAGIX,3.678799748
PDLIM4,3.678789339
LGALS7,3.67877807
ALOX15,3.67876745
LMAN1L,3.678754039
PDZD3,3.678753932
FRG1,3.678729157
SMN1,3.678717726
SPOP_hotspot_mutation_count,3.678707304
NAT8L,3.678684477
MAP7,3.678683183
GABBR2,3.678669311
ABO,3.678638347
GHR,3.67863563
TXNRD3NB,3.678576692
LCE1F,3.67855959
NPHP1,3.678547405
SP6,3.678547201
NCAM1,3.678544685
CXCR5,3.67852035
HLA-DMB,3.678517164
AKR1B1,3.678491749
KLK7,3.67849104
TMEM206,3.678483121
TIAF1,3.678465125
VCPKMT,3.678436617
FAM181A,3.678431417
OR2AE1,3.678430812
FTCD,3.678423141
DNAJC25,3.678409868
CYP17A1,3.678406929
ZFP69B,3.678398174
NEURL3,3.678359848
ZMYND10,3.678314461
AZGP1,3.678307254
SLC18A2,3.678297009
KCNJ16,3.678291434
AMDHD1,3.678283004
CASP12,3.678275713
PSAPL1,3.678269154
SFXN4,3.678261916
KLRC3,3.678250581
SGIP1,3.678247868
UNC13C,3.678245922
GSTT1,3.678237271
HIST2H2BF,3.678233722
NIPAL1,3.678232235
CCDC89,3.678211886
GLS2,3.678203756
MT1G,3.678176135
PYURF,3.678157961
SULF1,3.678145685
SUSD2,3.678128557
PNLDC1,3.678125501
KRTDAP,3.678106978
XIRP2,3.678089748
SH3D21,3.678087984
AASDHPPT,3.678083934
SETBP1_hotspot_mutation_count,3.678041394
SERPIND1,3.678039312
WNT9A,3.678024915
KRTAP10-7,3.678023665
CLMP,3.678022524
CPLX3,3.678010648
SPHKAP,3.677995837
NKX6-2,3.677966549
FNDC9,3.677962732
S100A4,3.677957345
IGFN1,3.677956949
SLC1A7,3.677944835
SLC35B1,3.677925506
C6orf201,3.677922114
SPATA9,3.677871644
CALB1,3.677871528
ACPT,3.677871064
RARB,3.677866894
AOAH,3.677861538
CCDC87,3.677853112
RPA3,3.677843051
HEPN1,3.677839748
PDCL3,3.677819268
CA7,3.677817149
HAGHL,3.67781053
AP3B2,3.677798005
CMPK2,3.677787717
CCDC157,3.677774437
ZP1,3.677769486
CRACR2A,3.677765852
NPY1R,3.677763616
LHX6,3.677745647
CEP76,3.677741785
SIGLEC14,3.677739432
GPX1,3.677732347
DNASE1L3,3.677729827
MRPL33,3.677726055
CCNB1IP1,3.677726026
EID3,3.677715697
FXYD2,3.677713117
BEX1,3.677708481
PRR34,3.677693406
LOC400927-CSNK1E,3.677690553
PKMYT1,3.677688253
JSRP1,3.677683499
FCRLA,3.677668894
TRIM61,3.677653758
C10orf25,3.677644317
HIST1H3J,3.677643374
PRKAR1B,3.677627317
IFITM10,3.677626736
LOC100129924,3.677624149
PSG1,3.677619684
ZNF585A,3.677606306
FEN1,3.677599799
KCNIP4,3.677595207
DRICH1,3.67758641
FAM26E,3.677583991
INS,3.677580785
ZBED8,3.677574158
ADIG,3.677571499
IFI44L,3.677568647
AMY1B,3.677561147
GABRA2,3.677551606
FAM229A,3.677550691
ORM2,3.677549977
POMP,3.677546041
GALNT16,3.677536473
CYP21A2,3.677535295
VWC2L,3.677525014
MYBPC2,3.677504878
DLGAP1,3.67749858
FRMD3,3.67746722
STK33,3.677462399
SYCE3,3.677448938
CD80,3.677439317
SLPI,3.677438686
LIPT2,3.677430535
LRCOL1,3.67742895
CRYGN,3.677423092
BMX,3.677422148
EBF2,3.677419356
ARR3,3.677416632
CDK1,3.677409652
SLC35A1,3.677406899
RTN4RL2,3.67739441
A1BG,3.677390096
NDUFB5,3.677385573
SEL1L2,3.677371667
NME7,3.677369112
MYD88,3.677351866
NFU1,3.67733925
PYGL,3.67733542
PZP,3.677333532
TDRD9,3.677323792
LOC102724279,3.677315337
MCEE,3.677304322
TMEM40,3.677298039
IFT80,3.67727273
TMPRSS6,3.677225245
ZCCHC18,3.677214537
TGM5,3.677211041
PYCR1,3.677190229
RAC2,3.677180666
TMEM221,3.677176232
TRIM54,3.677173982
KRTAP13-1,3.677173958
ENPP7,3.677173336
MRPS35,3.677170242
STYXL1,3.677161546
RSPO3,3.67714364
LY6G6C,3.677127247
FKBPL,3.677117761
SYCE2,3.677113825
AGT,3.677111629
CNRIP1,3.677099763
DNAJB11,3.677086853
ZNF396,3.67708187
CHRNA7,3.677070664
RIMBP3,3.677066685
UPP1,3.677060126
MMRN1,3.677047909
DBNDD2,3.677044408
SDF2L1,3.677037287
PRR23A,3.677037096
GALR1,3.677024652
ASTE1,3.677018965
GIMAP1-GIMAP5,3.677013132
OGN,3.677001089
F2RL3,3.676998069
IQCJ-SCHIP1,3.676984511
EPB41L4B,3.676980407
PGC,3.676972406
C5orf51,3.676970578
ZNF680,3.676964618
TACR1,3.676962032
PRIM1,3.676955639
MRPL13,3.676948521
ENO3,3.676936391
C2orf76,3.676918999
SERPINA11,3.676901929
FOXH1,3.676892039
B2M_hotspot_mutation_count,3.676884729
SCN2A,3.676882975
LCMT2,3.676870866
GNMT,3.676852863
RAD54B,3.676849493
GALNT5,3.676848307
BMI1,3.676845095
ETV1,3.67683105
KIAA1522,3.676830847
UQCC2,3.676829046
SAMSN1,3.676827678
APOBEC2,3.676824122
BAALC,3.676818901
ORM1,3.676798836
PALM2-AKAP2,3.676789175
KCP,3.676785042
EPCAM,3.676777937
SLC25A21,3.676777686
VIP,3.676770097
KLHL34,3.676763214
STMND1,3.676753537
PDE1B,3.676743865
UBE2T,3.676743348
RASL10B,3.676734209
CCDC7,3.676728356
PF4,3.676720604
RHO,3.676714661
CFL2,3.676714385
ARPP21,3.676711836
COX6A2,3.676707236
PGA5,3.676695922
FOXA3,3.676684908
JMJD7-PLA2G4B,3.676681319
RPL21,3.676674045
ITLN1,3.676632305
ITGAX,3.676630374
HLA-DQA1,3.676626722
HIST1H2BF,3.67660916
GXYLT2,3.676605716
CLEC4G,3.676603398
FSTL4,3.676595748
TNFRSF11B,3.676583211
EDARADD,3.676582338
FCRL1,3.676578196
VAMP7,3.676576315
CRHR2,3.676572776
CTAGE4,3.676570191
MRPL51,3.676567665
WDR54,3.676564231
C10orf90,3.676560462
C14orf28,3.676558277
IL1RAP,3.676557525
TMEM89,3.676548561
CBARP,3.676544171
AIM2,3.676537675
SF3B1_hotspot_mutation_count,3.676537571
ATOH8,3.676525386
MUC15,3.676513899
FDXR,3.676508819
RAB17,3.676505124
FAM71D,3.676504637
CCDC171,3.676502039
HIST1H3C,3.676491453
CD226,3.676490953
EN1,3.676486342
MIA2,3.676483266
MRPS28,3.676480828
CRP,3.676477419
THAP10,3.676476545
OR51B5,3.676471425
MEOX2,3.676463416
C6orf223,3.676459895
PRDM1_hotspot_mutation_count,3.67645933
ANKRD53,3.676447333
COL5A3,3.67644142
PUS7L,3.676440908
ZNF624,3.676434284
DEPDC7,3.676427035
RCN2,3.676422141
IGSF6,3.67639756
ARID3C,3.676389952
MALSU1,3.676388633
C9orf152,3.676388571
WDSUB1,3.676385202
PLEKHG4B,3.676372808
IL12RB2,3.676369264
THSD7B,3.676349747
UCP3,3.676344682
KRT6A,3.676329064
PLCH1,3.676299541
B4GALNT3,3.67629827
TLE6,3.676292594
OR2A5,3.676291229
MNAT1,3.676291113
NRN1,3.676288239
CHRFAM7A,3.676288011
ETV3L,3.676286609
AHRR,3.676282441
NDUFA12,3.676253398
PPM1J,3.676251674
FOXD3,3.67625006
COL17A1,3.6762478
PPP2R1B,3.676238722
C8orf4,3.676235093
C5AR1,3.67623469
TRIM23,3.676233553
LSMEM2,3.676233512
LMBRD2,3.676231635
CST6,3.67623051
LEFTY1,3.676229096
PLA2G3,3.676229046
GJC3,3.67622354
FAM209B,3.676205087
ZSCAN1,3.676204233
KLK4,3.67620398
LDHAL6B,3.676194598
LIN9,3.676193988
C20orf96,3.676193287
ADGRG6,3.676192949
ADAMTS18,3.676189624
CALCA,3.676185169
PADI3,3.676183812
TMEM59L,3.676182689
CXCL2,3.676182187
C6orf52,3.67617971
VNN2,3.676175301
SAA2-SAA4,3.676175179
HAS3,3.676156207
OR2L5,3.676156155
PLPPR1,3.676153578
XG,3.676153143
C20orf144,3.676143491
NMI,3.676140564
MALT1,3.676139578
CBLN3,3.676130814
LOC100505478,3.676130506
ZBTB16,3.676120835
SLC51A,3.676117075
INSRR,3.676114433
COL4A3,3.676113278
CDK12_hotspot_mutation_count,3.676105266
NUDT8,3.676070604
TRMT6,3.676070602
MMP25,3.676069159
C11orf21,3.676066302
DSC1,3.676060765
ZNF334,3.676057503
TULP1,3.676042596
DYNC1I2,3.676040166
UFSP1,3.676031266
ACTC1,3.676028062
TMED8,3.676027136
GRM7,3.676025889
OR10A5,3.676022787
C5orf34,3.67601992
SPTLC3,3.676016569
CXCL13,3.676004572
PP2D1,3.67600223
PLD4,3.675991112
GPD1,3.675981941
ATM_hotspot_mutation_count,3.675981911
DSP,3.675979174
MSC,3.675977322
CD79A,3.675966498
ABAT,3.675965081
FKBP7,3.675962135
NOXO1,3.675960622
CLDN10,3.675957912
CFD,3.675954196
E2F8,3.675953431
MAS1L,3.675935676
FAM19A2,3.67593544
GHRL,3.675930088
C12orf71,3.675926657
SLC22A13,3.675924055
NOMO2,3.675921388
OSR2,3.67592079
CRHBP,3.675914299
ZNF732,3.675912821
THOC3,3.675912066
ATP6V0A4,3.675899021
DBX1,3.675898155
PSMG2,3.675891686
POLR1C,3.675889737
DNAAF2,3.675886762
C16orf95,3.675885832
MROH9,3.675884613
RAB19,3.67588175
FMO4,3.675877335
RASD1,3.675875953
RUNDC3A,3.675874704
FBN1,3.675866889
SHANK2,3.675857947
FCER2,3.675856876
PIGL,3.675853709
TRAF4,3.675852925
PRG4,3.675848313
TUSC5,3.675840403
YJEFN3,3.675838159
HIST1H4A,3.675833843
RNF223,3.675821724
TFPI2,3.675821724
PLEKHF1,3.675817035
KRTAP1-1,3.675813658
FAM71E2,3.675804735
HIST1H4B,3.675803922
DDIT4L,3.675802376
SMOX,3.675800874
TNFSF9,3.675796435
TBXAS1,3.675794868
PPIL3,3.675784165
CASS4,3.675780277
TRIM34,3.675779943
CHAC1,3.675779077
TSNAXIP1,3.675775014
FBXO32,3.675773423
PSMA2,3.675766367
ADIRF,3.675765807
SVBP,3.675764105
MOXD1,3.675758179
HEPHL1,3.675754551
PACRGL,3.675751588
ALG1L2,3.675741748
ADGRF3,3.675741311
CRISP3,3.675733527
TTYH1,3.675730705
SLC13A3,3.675720629
SCN3A,3.675718175
MEF2B,3.675716822
FAM153B,3.675715708
CCR10,3.675705327
GNRH1,3.67569988
RARRES1,3.675696177
CTNND2,3.67569508
OPN4,3.675686933
CLEC9A,3.675685701
OR1L4,3.675684817
ATP2B2,3.675681442
PCOLCE2,3.675681188
C11orf74,3.67567601
MTRNR2L6,3.675672571
TRPS1,3.675668898
HERC6,3.675661272
FPR2,3.675659666
OIP5,3.675656183
ZSCAN16,3.675655231
CSF2RB,3.675650669
SERHL2,3.675649086
TEN1,3.675638557
MUC3A,3.675630142
EFCAB12,3.675626606
NKAIN1,3.67562649
MLXIPL,3.67562645
CARD14,3.675625165
ECM2,3.675620842
C1orf105,3.675611106
CUZD1,3.6756107
YWHAG,3.675610182
AADACL2,3.675602827
SAA2,3.675601188
NOTUM,3.675596854
TMEM26,3.675595815
NGEF,3.675590343
C10orf142,3.675589341
CAMKMT,3.67558691
CEPT1,3.675583216
KLHDC9,3.675582818
RHOD,3.675577073
MYO1G,3.675569356
SVIP,3.675568432
ALDOB,3.675564698
ASIP,3.675562856
CDK3,3.67555589
FAM166A,3.675548491
TPSB2,3.675545541
DUOXA2,3.675541108
EXOSC7,3.675539241
URAD,3.675538655
GLDN,3.675535648
TTC9B,3.675532334
ITGB1BP1,3.675530974
KCNA5,3.67553013
ZNF775,3.675526275
SOHLH2,3.675525169
RGPD6,3.675524003
CGB5,3.675519252
ESPNL,3.675518402
ACKR1,3.675516752
NIM1K,3.67551452
KCTD1,3.675512951
TUBAL3,3.675508575
PIGK,3.67550132
PRODH2,3.675492409
SRD5A1,3.675484175
MMP2,3.675483543
IGFL3,3.675482806
GPAT2,3.675475169
PINLYP,3.675471334
CCZ1B,3.675470122
PTPRC,3.675470097
MYZAP,3.675461725
COL21A1,3.675459334
ZNF350,3.675455913
HIST3H2A,3.675455811
SNTG2,3.67545533
ADIPOQ,3.675450276
IL22RA1,3.675448761
HACD2,3.675446536
SIRPB1,3.675446495
FGFR2_hotspot_mutation_count,3.675443698
CDCA5,3.675437692
NOS1AP,3.675437648
SLC2A1,3.675432425
RNF186,3.675432085
HMCN2,3.67543089
GMFG,3.675422493
DLGAP3,3.675421539
CHRM4,3.675409761
C9orf50,3.675409229
BLNK,3.675408381
ACTR6,3.675408322
TRIM6-TRIM34,3.675401406
RBM14-RBM4,3.675388798
GCNT1,3.675388498
SLC16A8,3.675387646
CRYAA,3.675386785
CCL26,3.675384705
CACNA1F,3.675382274
ARV1,3.67536659
CRYGS,3.675366223
LTK,3.675361343
MAG,3.675358535
RGS10,3.675356646
OSGEPL1,3.675355025
KRT6B,3.67535495
TMEM171,3.675351618
NCKAP1L,3.675330266
RASSF9,3.675328524
FUNDC1,3.675322557
HSPA2,3.675322289
CARD11_hotspot_mutation_count,3.675313436
VCX2,3.675307001
MUC4,3.675306856
FUBP1_hotspot_mutation_count,3.675305729
RNF212,3.675302235
PTPRH,3.675292632
CYP11A1,3.675288454
TWIST1,3.675288373
KCNMA1,3.67528826
WNT3A,3.675287809
EID2B,3.675279801
MYO7B,3.675278006
ST8SIA2,3.675273261
EYA1,3.675272156
ANKRD23,3.675268172
KPTN,3.675265097
PMP2,3.675261415
DGAT2L6,3.675259069
OR13J1,3.675256841
ZNF595,3.675256788
NRG2,3.675256628
TMPRSS2,3.675255396
FAM83E,3.675254714
ERBB4,3.675251097
IZUMO1,3.675249612
LHFPL1,3.67524255
FERMT2,3.67524014
HSD11B1L,3.675236885
FANCA,3.675236468
DCBLD1,3.675236374
ROGDI,3.67523432
DNAAF1,3.675232223
ALX4,3.675230803
ADH4,3.675222541
BCAS2,3.675221089
ANGPTL6,3.675217276
C1orf194,3.675214409
TMEM184A,3.675207563
CASKIN1,3.675206683
OR1Q1,3.675200021
MANEA,3.67519868
MST1L,3.675194784
ISG15,3.67519297
CD5L,3.67518891
OLIG2,3.675188012
LRR1,3.675187034
VSTM5,3.675184276
KLHL13,3.675180801
ADGRE2,3.675171369
LAMB3,3.675165752
LILRA6,3.675159552
FNDC4,3.675158542
ENHO,3.675156325
APOA2,3.675151578
GPBAR1,3.675151398
CDH22,3.675150196
PLCZ1,3.675149919
RNASEH2B,3.675149633
EYA2,3.675145827
ZNF660,3.675143505
SIGLEC5,3.675142868
HSPB9,3.675140901
GPR68,3.675139075
USP17L18,3.675139
CRCT1,3.675138828
SPC25,3.675137589
CHAD,3.675135185
CLDN24,3.675132655
OR7C1,3.675130692
LOC100131107,3.675128546
KRT34,3.675127643
GRIK4,3.675125757
OTUD7A,3.675116073
INPP1,3.675112367
DRD1,3.675110842
MEGF10,3.6751105
TMEM37,3.675109227
FAM19A5,3.675107289
PRR15,3.67510649
C22orf31,3.675104868
FRG2,3.675103444
TMEM187,3.675103218
PSMA5,3.67510136
IQCG,3.675100362
SLC27A2,3.675099265
NEFH,3.675099008
C15orf52,3.675096813
KLRC1,3.675093759
MYL12A,3.675080464
PSMC3IP,3.675079068
TMPRSS9,3.675077324
CCDC33,3.675075702
KRTAP4-7,3.67507345
SIGLEC12,3.675072843
CEP70,3.675068255
GPR75,3.675066936
TNFRSF13B,3.675063995
ST6GALNAC2,3.675054142
CTAG1A,3.675052855
SCCPDH,3.675052073
RSPH9,3.675050182
CYSLTR2,3.675047833
RWDD3,3.675046881
SMAD6,3.675042547
KLK9,3.67503903
ITGA7,3.675035292
C22orf34,3.675034914
DHRS9,3.675033983
SULT1A4,3.675033578
LEKR1,3.675023398
IL17RB,3.675021708
C8orf74,3.675021115
PAQR6,3.675012623
P2RY8,3.675008364
BMP2,3.675005741
GYS2,3.675003294
GSN,3.675001367
LEF1,3.675001223
RANBP17,3.674999173
HSPBAP1,3.674994694
FAM131C,3.674990932
FOSB,3.674990091
MS4A14,3.674988307
KCNN2,3.674981284
KCNH2,3.674975975
ZNRD1,3.674972509
CDR1,3.674971745
RDH5,3.674971591
TVP23C-CDRT4,3.67497043
ECH1,3.674970273
COL11A1,3.674967506
CCL11,3.674964917
ETV6,3.674961823
TGDS,3.674961454
GP1BB,3.674958829
GTF2H2C_2,3.674954232
GLRX5,3.67495222
SLFN12L,3.674951896
CYP2D6,3.674949979
FLG,3.674947228
TRIM6,3.674946337
FAM131B,3.674945171
PLD5,3.674944389
GAGE10,3.67494427
CHST7,3.674939736
HSD17B6,3.67493257
DMBT1,3.674932145
FAM118B,3.674930833
HMX3,3.674919999
ERI2,3.674919473
PCDHB8,3.674916171
TIMM8A,3.674914368
SHROOM2,3.674913015
UBXN11,3.674904824
PALM3,3.674901596
SLC26A5,3.674901311
ATP5J,3.67490061
MMP12,3.674899004
DYNLT1,3.674893427
ERBB3,3.674891014
FAM160A1,3.674890443
GALNT13,3.674888524
GRAP2,3.674882696
C2orf83,3.674875875
PTBP2,3.674867618
MGST1,3.674864251
ABHD17C,3.674862437
DYNC2LI1,3.674860775
NOD2,3.674859623
UQCR10,3.674858198
CD52,3.674856364
ALG3,3.674849886
RARS2,3.674846995
LAMTOR2,3.674841564
TYRO3,3.674839573
PALMD,3.674838608
GNGT2,3.674836742
RGS13,3.674833347
SPCS1,3.674832976
ZFP37,3.674832955
PBX4,3.674827349
ASTN1,3.674819417
NUDCD1,3.674810578
NUDCD2,3.674810372
UBE2Q2L,3.674808893
EPO,3.674808391
HELB,3.674806984
GPRC5D,3.67480657
COMTD1,3.674795102
PRIM2,3.674792539
TBC1D3F,3.674791197
ZNF559-ZNF177,3.674790087
ATP5O,3.674783138
FOXI1,3.674781605
CEACAM6,3.674778623
WBP2NL,3.67477854
LRRC75B,3.674774919
TRIM63,3.674774729
CASC1,3.674774332
COX7B,3.674764042
CDHR1,3.674763974
EHHADH,3.674763232
FCHO1,3.67476022
TREM1,3.674760203
C17orf67,3.674755435
LGALS12,3.674751227
CD300E,3.674744087
KRTAP3-1,3.674743912
ZNF232,3.674743081
C1orf233,3.674736977
PDCD5,3.674729906
UGT1A1,3.674720503
ZNF165,3.674718278
LOC101928436,3.674714506
ERGIC2,3.674709635
MB,3.674708982
ZNF879,3.674707512
OR1L3,3.674706802
CYTIP,3.67470636
KCNJ2,3.67470097
USH1C,3.674700275
SLC7A10,3.674698275
CAMK2A,3.674697687
ZNF474,3.674694145
SPACA3,3.67469378
HPDL,3.674687098
LAMTOR4,3.674683687
RAB41,3.674683454
GTF3C3,3.674682704
GZMA,3.674678904
ZNF418,3.674678393
NRXN2,3.674677045
OR52N4,3.674675113
MRLN,3.674671785
FCGR2B,3.674671394
NT5C1B,3.674670668
GPR157,3.674666896
GMNN,3.674662726
ACSM2A,3.67465947
FAM25G,3.674647682
S100P,3.674647468
SLC5A9,3.674646875
ABL1_hotspot_mutation_count,3.674641764
PROSER2,3.674636927
SLC4A4,3.674627425
CD300LD,3.674616978
PGM3,3.674615951
KDM8,3.674603557
TSSK6,3.674596369
GNG10,3.674595643
ZNF726,3.674595626
EIF3M,3.674591295
ARMT1,3.674590099
PDGFRA_hotspot_mutation_count,3.674588341
45549,3.67458117
ZNF300,3.674581129
NPAS2,3.674578919
FAM3B,3.674577761
KLRC4-KLRK1,3.674574345
CD163,3.674572832
ARFGEF3,3.674565941
KRTAP1-3,3.674562321
SPATA21,3.674560179
GYPE,3.674559364
ASB12,3.674557331
OR52D1,3.67455568
EIF3C,3.67455341
DLX5,3.674552345
LILRA3,3.674550046
GYG2,3.674546589
ZNF257,3.674546248
LMOD2,3.674542103
S100A10,3.674537747
RPS26,3.674535527
QRFP,3.674531186
SLC37A1,3.674527996
LOC653602,3.674523307
MRGPRE,3.674521638
SNX4,3.674513722
IL6,3.674513279
NKX3-1,3.674509546
ABCC8,3.674499945
WBSCR17,3.674493111
KCNH8,3.67449142
TTC34,3.674491263
DKK2,3.674489139
SERPINA10,3.674487034
ITIH3,3.674482862
SGPP2,3.674481206
SLC25A14,3.674480316
SMYD1,3.674478855
CLEC4M,3.674477399
NMUR1,3.674474712
SMCO4,3.674472178
COMMD8,3.674470714
FAM159A,3.674468501
ABHD5,3.674468203
RDH16,3.674464919
SDCBP2,3.674456338
SH2D6,3.674454561
ADAM19,3.674447779
TFB2M,3.674447367
VAMP3,3.674443179
SPIC,3.674442987
PLA2G4D,3.674440635
PCNA,3.67443736
MGLL,3.674431922
DOC2A,3.674430464
POTEJ,3.674429633
ELP2,3.67442852
HVCN1,3.674422448
KREMEN2,3.674418155
SERPINF2,3.674413339
IL1RL2,3.674409994
SKA3,3.674409719
ZNF567,3.674409704
SURF2,3.674406296
ZNF345,3.674406284
NT5M,3.674402694
KIAA1755,3.674402075
NPIPA2,3.674399039
COL9A3,3.674398718
SPRR2B,3.67439217
MYLPF,3.674390883
FAM35A,3.674386832
OR2M5,3.67438665
ZAP70,3.674383485
TMEM177,3.674382876
TAS2R41,3.674380157
ZNF385D,3.67437897
CEP128,3.674378558
NTMT1,3.674373266
